,comments,sentiment,types
831,เป็นเนื้อหาที่ดีมากเลยค่ะ แต่เหมือนต้นคลิปไม่ได้สอนตั้งแต่เริ่มสร้าง Account พยายามหาต้นคลิปแล้วไม่เจอเลยค่ะ แต่ไม่ยากค่ะ พอได้แล้วเรียนตามคลิปได้เลยค่ะ ได้อะไรเยอะเลยค่ะ ช่วยผู้ประกอบการSMEได้ดีมากๆค่ะ,pos,ชมบ้างติบ้าง
833,ดีมากๆเลยค่ะ ชอบมากๆเลย,pos,ชอบมาก
834,good course,pos,เข้าใจมากขึ้น
835,ดีกว่าทุกคอร์ส ชัดเจน,pos,ชัดเจนเห็นภาพ
840,สอนเข้าใจง่ายเทคนิคน่าสนใจคับ,pos,เข้าใจมากขึ้น
841,good Krab,pos,เข้าใจมากขึ้น
842,เข้าใจรายละเอียดมากคะ,pos,ชอบมาก
843,awesome example,pos,เข้าใจมากขึ้น
844,ชอบ Way of Working  เห็นภาพและได้แนวทางลองทำงานได้จริงครับ และ case study สามารถเชื่อมโยงกับเนื้อหาได้ชัดเจนมากครับ,pos,ชัดเจนเห็นภาพ
845,"ได้เห็นภาพรวมของการทำ product และเข้าใจมากขึ้นครับ ชอบเรื่อง MVP, การวัดผล, และ case study มากที่สุดในคอร์สนี้ ขอบคุณมากครับ :D",pos,ชอบมาก
847,good,pos,เข้าใจมากขึ้น
848,"การบริหารเวลา คือ key of success 
คุณจะได้เวลาที่มีคุณภาพเพิ่มขึ้น
เป็นคนนึงที่รู้สึกว่าทำงานไม่เคยเสร็จเลย ยุ่งทุกวัน
ถ้าคุณรู้สึกแบบนั้นเช่นกัน อยากให้มาฟังค่า เข้าใจง่ายมาก
ขอบคุณที่ได้มีโอกาสเรียนคอร์สนี้ ดีมากกกกกค่า",pos,ชมบ้างติบ้าง
850,ได้รับข้อมูลที่สามารถไปต่อยอดในการวางแผนออกแบบได้ พร้อมแหล่งข้อมูลให้หาเพิ่มเติมด้วย,pos,เข้าใจมากขึ้น
851,ขอเอกสารประกอบด้วยจะได้ไหมคะ,pos,เข้าใจมากขึ้น
854,สอนละเอียดดีค่ะ,pos,สอนดี
856,โค้ชสอนเข้าใจง่าย อธิบายดีมากครับ,pos,เข้าใจมากขึ้น
858,ให้ความรู้และความลึกในการเทรดหุ้นได้เป็นอย่างดีครับ,pos,สอนดี
859,Ok,pos,เข้าใจมากขึ้น
861,ดีมากๆครับแต่ต้องทำความเข้าใจหน่อย,pos,สอนดี
862,Good,pos,เข้าใจมากขึ้น
863,ดีมากค่ะ,pos,สอนดี
864,ตามมาจากคอร์ส speak with me ค่ะ เห็นว่ามีคอร์สใหม่มา ชอบกราฟฟิก เข้าใจง่าย และได้ฝึกทำแบบฝึกหัดหลังเรียนด้วย thank you teacher Eim ❤️,pos,ชมบ้างติบ้าง
865,ชอบ student book มากค่ะ แต่อยากให้มีออกมาเป็นหนังสือขายเลย ชอบที่มีแบบฝึกหัดให้ทำเพิ่มค่ะ ทำให้เข้าใจขึ้น คอร์สเป็นภาษาอังกฤษหมด แต่ภาษาไม่ยากมาก ใครไม่เข้าใจเรื่อง tense แนะนำคอร์สนี้เลยค่ะ :),pos,ชอบมาก
866,ขอบคุณteacherอิ๋มมากเลยค่ะ เข้าใจเรื่อง tense ขึ้นเยอะเลย คลิปฟังง่ายและก็สอนเข้าใจง่าย ดีมากๆเลยค่ะ,pos,เข้าใจมากขึ้น
867,ดีมากกกกกกกกกกค่ะ,pos,สอนดี
868,สอนดี ครับละเอียดคุ้ม,pos,สอนดี
869,อะไรที่เคยมองข้ามไปพี่ก็จะเสริมให้ เคยเรียนที่อื่นมาค่ะแต่ไม่ละเอียดเท่านี่ พี่สอนดีค่ะคอร์สนี้แนะนำ,pos,ชมบ้างติบ้าง
870,สอนดีมากครับ,pos,สอนดี
871,10,pos,เข้าใจมากขึ้น
873,ใช้ได้ครับ,pos,เข้าใจมากขึ้น
874,สอนละเอียดดีครับ,pos,สอนดี
875,เข้าใจง่ายครับ,pos,เข้าใจมากขึ้น
876,ไม่ต่างกับที่ผมเสียในยูทูปไป 150 บาท เลยครับ อาจารย์ TT จะร้องไห้,pos,ชมบ้างติบ้าง
877,ยอดเยี่ยม,pos,เข้าใจมากขึ้น
878,ดีครับ อธิบายให้ฟังได้ง่าย,pos,สอนดี
879,ดีมากๆ ครับ,pos,สอนดี
880,ชอบครับ ดีมากๆ,pos,สอนดี
881,ccc,pos,เข้าใจมากขึ้น
882,อธิบายเข้าใจง่าย น่าติดตาม เป็นคอร์สที่ทุกคนควรจะได้เรียน,pos,เข้าใจมากขึ้น
883,"เป็นคอร์สที่แนะนำทิศทางสายงานด้าน UX โดยตรงดีค่ะ เน้นในเรื่องทฤษฎีพื้นฐานที่จำเป็นต้องรู้ แต่อยากให้ลง detail บางเรื่องอีก เช่น อยากให้มี work shop การฝึกตั้งคำถามหรือสัมภาษณ์ User ช่วง emphatize ค่ะ 
แล้วก็อยากเห็นตัวอย่างวิธีการใช้ usability testing เช่น ตัวอย่างแบบสอบถาม a/b testing หรือตัวอย่างอื่นๆ โดยรวมถือว่าดีค่ะ ถ้าเห็นภาพชัดๆมากกว่านี้ก็จะดีไปอีกขั้นค่ะ ชื่นชมผู้ส่วนค่ะอธิบายเข้าใจง่าย น้ำเสียงเป็นมิตร เพลินดีค่ะ",pos,แนะนำคอร์ส
885,"อันนี้รีวิว หลังจากดูจบแล้วครับ
เกรินก่อน ผมเองศึกษา EA มาแล้วบ้างพอสมควรครับ สมัครเรียนมาแล้วทั้งคอร์สลักษณะเดียวกันกับอ.รังสรรค์ และคอร์สที่ใช้ FXDreema มาช่วยในการเขียน EA ก็สมัครมาแล้ว
ปัญหาใหญ่สุดของคอร์สเหล่านั้นคือ สกิลการสอน และการจัดลำดับเนื้อหาที่จะสอนครับ
แต่คอร์สนี้ของอ.รังสรรค์นั้น ท่านสอนเข้าใจง่ายมากครับ เนื้อหาก็จัดลำดับมาอย่างดีทำให้ง่ายต่อการเรียนรู้เป็นอย่างยิ่งครับ
จนอยากให้มีคอร์สเสริมออกมาอีกครับ เพราะจะได้ตามเรียนเพื่อพัฒนาสกิลในการเขียน EA เพิ่มมากขึ้นไปอีกครับ",pos,ชมบ้างติบ้าง
886,"อ.บอย สอนได้ละเอียดมากครับ
แต่ถ้าเอาไปเขียนเอง คงทำได้ยากครับ รายละเอียดมากต้องศึกษาอีกนานแน่..ครับ",pos,ชอบมาก
887,สอนได้ละเอียดกระชับและชัดเจน เข้าใจได้ง่ายครับและเนื้อหาครบถ้วนแถมมีทริคและคำแนะนำที่ดีเสริมเข้ามาในการสอนครับ ประทับใจและชิอบมากครับ,pos,ชัดเจนเห็นภาพ
888,ดีสุดๆเลยครับ,pos,สอนดี
